typologie,adresse,arrondissement,nom_enseigne,nom_societe,siret,longueur,largeur,periode_installation,lien_affichette,geo_shape,geo_point_2d
ETALAGE,5 RUE JEANNE D ARC,75013,ETABLISSEMENTS NICOLAS,,54206623804620,7.5,1.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRecxWN7p9E45fFKBF1u8rVjjJ9om3rXUCXArSCgc-fV4PwZrBlSnFA%3d&p=chMOZL_3S4USq6MyjhRwKpNw7NQwdSQFbmdIbthGpaW7Sm1O17Wvq8HzzfvUOPbct6y8vh2l3RY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3694301250723266, 48.82886770617535], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3694301250723266, 'lat': 48.82886770617535}"
TERRASSE OUVERTE,42BIS RUE DE RIVOLI,75004,LOW RIDER CAFE,,54209339800015,2.5,2.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQrtYbNJ_vyF-I3a9WTIu9A6_MQTGGDcan1yc43EWZTH4iYOeGHpBkM%3d&p=chMOZL_3S4VhpAHpAPoNMGpxJqDzRNTMU_MJetVIxJesbgw5F1_h4FtxQIgmjs6BWnETTqiEQ0g%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.355732655880461, 48.85660758547345], 'type': 'Point'}, 'properties': {}}","{'lon': 2.355732655880461, 'lat': 48.85660758547345}"
TERRASSE OUVERTE,44 RUE ORDENER,75018,SARL LA GRAPPE D OR,,54209920500016,7.6,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgzKyh3aYcVEZPWJWJDalPyCenKbWg5nIEuPJqIYifxQVU%3d&p=chMOZL_3S4XCLyMR07QRAI4t1ArcFMDyvTVGMXQwmVPcVxrrYvaW2eVNOZvA48d2uJV19o1lnkU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.349236115873306, 48.89171211596212], 'type': 'Point'}, 'properties': {}}","{'lon': 2.349236115873306, 'lat': 48.89171211596212}"
PLANCHER MOBILE,1 RUE GROS,75016,SOC LES ONDES,,55204096600012,5.0,2.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRecxWN7p9E4tMIOIuwDgEBLWpHI8cXeftq4Hhwx0dp2X0Q94p_OWfk%3d&p=chMOZL_3S4USq6MyjhRwKuw9vn75RP-JQNzXChkSOBEz5MIadwmRCXS-rLkYKkHdxrI_iEO80zo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.277920091429102, 48.85133212936589], 'type': 'Point'}, 'properties': {}}","{'lon': 2.277920091429102, 'lat': 48.85133212936589}"
ETALAGE,46 RUE DU FAUBOURG SAINT DENIS,75010,SOC CAVES D ARGENT,,55212438000023,5.5,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeaR29muDCd0G-xiIiUAc3xdyqv7ukd0aRNnhmckrneVOg%3d&p=chMOZL_3S4XCLyMR07QRACRsfb9DeLHc3YaD5ECoyM3EpJjpqbWImakoSrSzefM4PzmhfumeE8c%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3537955082341644, 48.871646795865324], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3537955082341644, 'lat': 48.871646795865324}"
TERRASSE OUVERTE,30 RUE BONAPARTE,75006,SOC RESTAURANT DU PRE AUX CLERCS,,55214191300012,10.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgen7weCSTeuX__A0drKNB8_g7iUhaGTLIYOyhwIYUesdNwA2nEhwGVU%3d&p=chMOZL_3S4UGFsyyUE04CoPzt_D8VS01Le_-I1BstoEwI0QJwMqWuRTSQRCyUOHRn7NUMTXFztw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.333798997895697, 48.85550276187191], 'type': 'Point'}, 'properties': {}}","{'lon': 2.333798997895697, 'lat': 48.85550276187191}"
ETALAGE,17 BOULEVARD RASPAIL,75007,LAFONT ET FILS,,56203406600034,0.6,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15D7FCvHyR6LwxhwOuDpCDS_yDnFhqm43ev1tLj13uQEKw%3d&p=chMOZL_3S4UGFsyyUE04CiX-GjA2siQGBkCOABCH_XzB2WIq_cEc09URU5BmUrQele6FaAmiCDw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.32634085060824, 48.853935042420716], 'type': 'Point'}, 'properties': {}}","{'lon': 2.32634085060824, 'lat': 48.853935042420716}"
ETALAGE,129 AVENUE DU MAINE,75014,SOCIETE COMMERCIALE FRANCAISE,,56204294500021,3.2,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DJ-_EwvgT-_-NJKJoXUx0XkateTb2b7zEwWwhX5u8hEg%3d&p=chMOZL_3S4UGFsyyUE04CgEdCiyKQM59mXZdnWODIUsa9dJk4qLZjc20KEa3d5gNtYjbfiY5HiA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.324136428015633, 48.835107535966735], 'type': 'Point'}, 'properties': {}}","{'lon': 2.324136428015633, 'lat': 48.835107535966735}"
CONTRE-ÉTALAGE,1 RUE EDOUARD COLONNE,75001,VILMORIN-MIKADO,,56205086400015,18.75,0.95,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DIwIdJ2ic397Gr55VCPR6rK4RWiXBAR-dIh26UpFqA9k%3d&p=chMOZL_3S4UGFsyyUE04CqjEXM3Y9apacZ5HUxb34vLb20WJZ2kNjF603H3kChDMSU2gq-zt6pg%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.345471145051946, 48.857903434716945], 'type': 'Point'}, 'properties': {}}","{'lon': 2.345471145051946, 'lat': 48.857903434716945}"
TERRASSE FERMÉE,96 BOULEVARD DE CLICHY,75018,LA VOILE AU VENT,,56208991200017,7.15,1.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgVBez9CmZE_iux8ZtcRWCeFPQsmJv09_7uTuuzeo1q9RLSlaBlLV4rw%3d&p=chMOZL_3S4WKDQ2J-0IW86bl5ATIxj86SnaUFKsFAsa8Bkn1dFlIf7whbTi8rk-XwKm6siwzHjQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3317978140592466, 48.884197833172], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3317978140592466, 'lat': 48.884197833172}"
TERRASSE FERMÉE,80 RUE LA FAYETTE,75009,SOC HOTELIERE OPERA LA FAYETTE,,56210635100017,13.4,1.27,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtF5JK6bdgrkXt82xRyWzLz2ciDOvyuJjuPf7IDBbiJKk%3d&p=chMOZL_3S4UGFsyyUE04CvObf-vvVa7LhxHs4y3pH7dd301dLMx-DAdF0-i86NOHMCKiYvNglKA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.34612102221168, 48.87635963913668], 'type': 'Point'}, 'properties': {}}","{'lon': 2.34612102221168, 'lat': 48.87635963913668}"
COMMERCE ACCESSOIRE,19 AVENUE DE L OPERA,75001,BRASSERIE PUECHAVY,,57213159700013,2.2,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVt-u-oyMo5zIC-gIlVEGGO2ewnXaXjhAylEh801Ws_cQ4%3d&p=chMOZL_3S4UGFsyyUE04ClwRncEf2FAdW71upQ-AkF_-FpWyOuxk-XTgmcCCKEK3ft79Dy6NyfI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3340452598157206, 48.866098096338725], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3340452598157206, 'lat': 48.866098096338725}"
ETALAGE,24 RUE VIGNON,75009,LA MAISON DU MIEL - CHARLES GALLAND,,57219378700015,7.0,0.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtO1xYcGNeadb05mNFG7d9d43TpoRMXrFRzT22eUD_Wu4%3d&p=chMOZL_3S4UGFsyyUE04CqoT_uV8OqVmH1d2VRHLT7G0C7mHHz06tS4HQpQrkwT0snC_yrP8ipw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.326442158729606, 48.8716260921293], 'type': 'Point'}, 'properties': {}}","{'lon': 2.326442158729606, 'lat': 48.8716260921293}"
ETALAGE,100 RUE DU FAUBOURG DU TEMPLE,75011,MAROQUINERIE HERSIL,,58203477300017,8.0,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DYrzGeIQfioCe_T-qVQYjsSKJWMQ5NgXVzXJgAMXAQy4%3d&p=chMOZL_3S4UGFsyyUE04CnPZHVmhsDOZYVeDiddPAM7ofiGDhUI-zkCEtMhvZv46OdtskvQN3Fc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3747720990086796, 48.87120903297823], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3747720990086796, 'lat': 48.87120903297823}"
ETALAGE,15 RUE DELAMBRE,75014,ALBE GRAND HOTEL DES ECOLES,,58203528300016,11.0,0.62,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtPs6uOITU9rC5SvWzrf1Oi-JbDYKL_PHdueegOP_7F5A%3d&p=chMOZL_3S4UGFsyyUE04CrDOvxtyYErP3-ng96zgwyeM043kvYGXsBIiDZ-vYCmiZRYklriyZ7Y%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.327846073296313, 48.84161464931711], 'type': 'Point'}, 'properties': {}}","{'lon': 2.327846073296313, 'lat': 48.84161464931711}"
ETALAGE,48 RUE RAYMOND LOSSERAND,75014,SUPER PEINTURE,,58213642000087,6.6,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSea-ajxohVkYhxi6oyKOu8gxIzUhSgAcP7dJQfBtmL-jbE%3d&p=chMOZL_3S4XCLyMR07QRAP42ue7MlvyZgEi2C4Q1FXhLwi3Rjxg5uLLaOG1c58OebJWKXr3tZHk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3193319429585144, 48.83470893808633], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3193319429585144, 'lat': 48.83470893808633}"
ETALAGE,38 AVENUE MOZART,75016,SUPER MOZART,,59201029200015,4.2,1.05,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtptKY4R37IOAo_OPqoFWAwZc-kzbeldiC6OpnQRjU7aY%3d&p=chMOZL_3S4UGFsyyUE04CtFDnD_g7pU_i_PcusdTKmN1BR5CFjfNqxqscqiiSq1Lzm1AIQnD1b4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2707210415973074, 48.85598124202885], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2707210415973074, 'lat': 48.85598124202885}"
TERRASSE OUVERTE,43 RUE DE LA POMPE,75116,LE ROI DE SIAM,,65201475400012,0.6,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtdPKbyGfapFJSHhZ6C9-nYki0R8yIq-8jemkKefexzkI%3d&p=chMOZL_3S4UGFsyyUE04CuStXoyk9xMDuEysAjiIeakl0EYSnLlLL1ObXtfhCUtUMuZoNg_RbfU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2755221507224452, 48.861554569192], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2755221507224452, 'lat': 48.861554569192}"
TERRASSE FERMÉE,2 PLACE EDOUARD RENARD,75012,L ECLAIR SARL,,65201953000011,9.5,5.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15DqSoxZg7Ch2IaUouZg0uij7BEx7L38HBxEzJyCwQXpeo%3d&p=chMOZL_3S4UGFsyyUE04Cp899OtDwHBba_4yUTiE54fLz3uzl1-2RXlcVsHcUemRzN3xB-B3EqY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.406644530149782, 48.835085967044016], 'type': 'Point'}, 'properties': {}}","{'lon': 2.406644530149782, 'lat': 48.835085967044016}"
ETALAGE,6 PLACE DE LA PORTE DE CHAMPERET,75017,CAILLOUX DANIEL RENE,,66103004900034,4.67,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeaiYP7oI6NPhcv1fAjq7__JgI-rZHRcEBAnSoM_9A9Rro%3d&p=chMOZL_3S4XCLyMR07QRALafw0-oW0mjvovv4q6XWfEuCl-MJZgHCOG77ulSG5rBWdiM_eTGngc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.290869712525557, 48.886017245217445], 'type': 'Point'}, 'properties': {}}","{'lon': 2.290869712525557, 'lat': 48.886017245217445}"
ETALAGE,18 RUE LINNE,75005,SOC JEUNE COIFFURE,,67201918900014,4.8,1.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQoKAR3NLSeayOX79gelH2Z-Yl_JgmM83R54y0E-KgFzVQNYwrg3sWw%3d&p=chMOZL_3S4XCLyMR07QRANToLV8TYbGaPzFQxcIzP9b0L-NSW6g3FNXpAl_L0MPa5F5eR97iM3M%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.354811753794801, 48.84520012841496], 'type': 'Point'}, 'properties': {}}","{'lon': 2.354811753794801, 'lat': 48.84520012841496}"
ETALAGE,82 RUE DU FAUBOURG DU TEMPLE,75011,FITOUSSI FELIX,,69101772700039,6.0,0.75,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgz-LRzJGovSxH6ynPIjsVbSK6vddUJJxw-e9GpDveHVbE%3d&p=chMOZL_3S4XCLyMR07QRAOcYmxcO9iXk51bEru4dRgS-QyVaindZSL2s6AUeRwoijpCMK61I9ic%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3732596756248556, 48.87062955298719], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3732596756248556, 'lat': 48.87062955298719}"
TERRASSE FERMÉE,116 BOULEVARD DIDEROT,75012,MCDONALD'S FRANCE,,72200393603575,11.56,1.51,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgzfGuzBNi2iNtB-dGfKAVMQHgq_ly3iuiAa_1tzCSM6Uk%3d&p=chMOZL_3S4XCLyMR07QRAL6xvDJi--d5Q2Z_dE9392EanZpKU0N33WUktSxZnfBFpUdwNhn2jQg%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3866351355770394, 48.8471909116766], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3866351355770394, 'lat': 48.8471909116766}"
TERRASSE OUVERTE,5 RUE POISSONNIERE,75002,L'IVRESS SENTIER,,52306986200028,5.6,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgf9QhTV8WnY5XitHa3L8BEUgezb_n0SgF4McBZFPDBRIxsog_VpqbvQ%3d&p=chMOZL_3S4Vd7FEjAQ0taCI7IJjC_blTu_wmm_GKDDcZE7zrL5YgLvIQC0Xw_yneuNdCTVukuCE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3476270346451886, 48.86871973969683], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3476270346451886, 'lat': 48.86871973969683}"
TERRASSE OUVERTE,2 RUE DES ARCHIVES,75004,LE RELAIS DE L HOTEL DE VILLE,,72206632100018,7.75,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYgw3fGOduxaJfChcshNR9iFNn2qJGZAqM4LFcLO7JFvQHV7IW8f8MA%3d&p=chMOZL_3S4UGFsyyUE04Cphy4OV5HcSjlVHNNGj9hxZghkwzonGBuaZU9YDchglGr8jwORvX13E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3540736656318795, 48.85707696877758], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3540736656318795, 'lat': 48.85707696877758}"
ETALAGE,1 BOULEVARD VINCENT AURIOL,75013,ETS HORTICOLES GEORGES TRUFFAUT,,73980623000465,9.5,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYgw3fGOduxa-eyXDW0u_EnHZ-iPTqz526zuWRj0vra8np4uNLMdXXw%3d&p=chMOZL_3S4UGFsyyUE04CmF9GfkOFjC_T2rx8aSjUq_nc3nWrQSzZ1VJHLb6WbQHkRk27iGj5FQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3735251894598615, 48.83706348030216], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3735251894598615, 'lat': 48.83706348030216}"
ETALAGE,85 QUAI DE LA GARE,75013,ETS HORTICOLES GEORGES TRUFFAUT,,73980623000465,12.0,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYgw3fGOduxa-eyXDW0u_EnHZ-iPTqz526zuWRj0vra8np4uNLMdXXw%3d&p=chMOZL_3S4UGFsyyUE04CmF9GfkOFjC_T2rx8aSjUq_nc3nWrQSzZ1VJHLb6WbQHkRk27iGj5FQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.374046820340458, 48.83688790845859], 'type': 'Point'}, 'properties': {}}","{'lon': 2.374046820340458, 'lat': 48.83688790845859}"
TERRASSE FERMÉE,2 RUE DE LA CONVENTION,75015,DR2C,,75021486800010,11.17,1.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgdGJY6M5LvEQ1JiPmjK0wwxfXuPmV-XExTXEs4hnCdgYDgVUmFHACI0%3d&p=chMOZL_3S4USq6MyjhRwKo9_GsWJiX1Cy2SFhbX7BGH-zSVB2ggoDzJExFMdImsdMFfmTiCbc2o%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2774988997439256, 48.845726536894304], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2774988997439256, 'lat': 48.845726536894304}"
ETALAGE,110 RUE DE MEAUX,75019,BASMA 75,,75045526300012,4.6,0.85,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbDaVafl-BVtYCIMleTcMpWuxsjZAy4A0tPDfJIoEdv4xhUke7z2ibQ%3d&p=chMOZL_3S4UGFsyyUE04CsPzPyo9lbd7wCN_et1YTLERMr4kTL7nlS00E9XLBqWFPcI5nKQzocU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.381372260784899, 48.88546774955782], 'type': 'Point'}, 'properties': {}}","{'lon': 2.381372260784899, 'lat': 48.88546774955782}"
TERRASSE OUVERTE,19 RUE FRANCOIS MIRON,75004,DON GIOVANNI,,49495378900018,4.0,0.85,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbeUne5UuPDlG1l_komwRRIBcMEXPwOR1d-Z8KGCi_GHXQRygqdBk6w%3d&p=chMOZL_3S4WKDQ2J-0IW800DZZD6SlzXT7fzhdrfkwbmyh4IJflj7gnCpe0ASGaEAR0kNS66ZF4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3571427655326413, 48.8557159414387], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3571427655326413, 'lat': 48.8557159414387}"
ETALAGE,3 RUE DE DUNKERQUE,75010,S.A.S. 2 HOTEL DES GARES ET DES VOYAGES,,75202864700028,6.65,0.75,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYgw3fGOduxapyfHOjy6I4tO4fJE7lIu2uPcvqy2U0giqKNZ83VuqGk%3d&p=chMOZL_3S4UGFsyyUE04Cr8dYA1LKl6vKysdClLptXyf9UhOrvg6qFSNqVOcYIt2cDCOmuAM7Es%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.357770890945526, 48.879391251014546], 'type': 'Point'}, 'properties': {}}","{'lon': 2.357770890945526, 'lat': 48.879391251014546}"
CONTRE-TERRASSE OUVERTE,18 RUE LOBINEAU,75006,L'AVANT COMPTOIR DU MARCHÉ,,81372586800034,6.0,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbgDNTwEKPX1lpchjfm2SVIPJzq0gEP5kVN0j-D_UwCiwHge8RHLLk0%3d&p=chMOZL_3S4WKDQ2J-0IW8-DHQMc9c_wr1NHvZ2nSfbnaUFx3GLxoLyYqIYfA-bgj0tsNf1iyMx8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3354864522919674, 48.85173291148764], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3354864522919674, 'lat': 48.85173291148764}"
ETALAGE,51 RUE DU FAUBOURG POISSONNIERE,75010,YENILMEZ TARKAN,,75367155100012,5.0,1.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgaayDJIRfwgoHBaUqe5OtTHw3K7jYLepABULRARVX3wFqzLdl0dETv4%3d&p=chMOZL_3S4XGJQayF6V1YOiznuj-Xfg1tGhXmzX3M5qi-EuefXj5c3MCNAPGektseBXRI4_Wl8g%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.347907939775565, 48.87445540267674], 'type': 'Point'}, 'properties': {}}","{'lon': 2.347907939775565, 'lat': 48.87445540267674}"
ETALAGE,55 BD SAINT GERMAIN,75005,GROUPE EYROLLES SA,,77566260400047,2.7,2.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQSGI64wXs7u4ZcoeaVfwLXqHjHU-3j-V3MuUdJUXphkfrxXI3otPdU%3d&p=chMOZL_3S4XCLyMR07QRAP4-mYNLxyXoWoUqPO82xRpET5ok_vK-kYPofbuBCp-PJ21G3fc81OM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.347132049393849, 48.85029556776099], 'type': 'Point'}, 'properties': {}}","{'lon': 2.347132049393849, 'lat': 48.85029556776099}"
TERRASSE FERMÉE,8 QUAI DU MARCHE NEUF,75004,AU SOLEIL D'OR,,78423730700011,12.08,1.24,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgaayDJIRfwgoQHbvMSGcpSMFvYxS41UF4MdrDOaxZJ4KTJhWcgtTI7Q%3d&p=chMOZL_3S4XGJQayF6V1YIbWqXxMJZ6-1eqazHcl77nSdyrg5x_rfIDj6Y9ZCtAyveQ-WvXtahk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.345235718336831, 48.85432774694554], 'type': 'Point'}, 'properties': {}}","{'lon': 2.345235718336831, 'lat': 48.85432774694554}"
ETALAGE,16 AVENUE RENE COTY,75014,SUD IMMOBILIER,,78456730700011,2.2,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQSGI64wXs7uH9vlG8S62245J2rSKDGprOJ010_hLLTFQQDhSuAUJ2M%3d&p=chMOZL_3S4XCLyMR07QRAEzjcEAZbhc79ilFfK0meD40Ikb_DmNnBCr0t6Eu5c0HceQI8FxW2No%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.333764438652912, 48.83007647708587], 'type': 'Point'}, 'properties': {}}","{'lon': 2.333764438652912, 'lat': 48.83007647708587}"
ETALAGE,54 AVENUE VICTOR HUGO,75116,LACOURTE ET ASSOCIES SOCIETE TITULAIRE D'UN OFFICE,,78466083900019,0.5,0.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgY9pbpLW12FUP-jdGOc1dTpFLRp8nN3NVZxeuZWJHT-yoNgbDgybqOw%3d&p=chMOZL_3S4WuYK8yH1r1Qo8cchGaa_viO_3Cl6IUjq1tOtg1mvqoldQ7uPmGW4YMQG32DTi7nok%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2877567375106933, 48.870816086073916], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2877567375106933, 'lat': 48.870816086073916}"
TERRASSE FERMÉE,90 RUE BALARD,75015,SJ15,,78867399400026,9.25,1.15,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgaayDJIRfwgogSvDmGllyEEFc_cefrvccYyFIkwkOExOSoCaFVrNn_0%3d&p=chMOZL_3S4XGJQayF6V1YAj6KYdVPJJm0uXsLsI7ZOM2ZqU_eHb3qeHwbvoT9bkIEVc0xw5jWyo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2783193387953595, 48.838080311611364], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2783193387953595, 'lat': 48.838080311611364}"
ETALAGE,225 RUE DE LA CONVENTION,75015,MAYFLOWERED,,78885714200038,8.45,4.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgaayDJIRfwgoT9R4DIpRAyhWrjAG_8oR9YYViGWPFeUIx-F18jySlq4%3d&p=chMOZL_3S4XGJQayF6V1YK_fwmSg65wW1hESnPebjWfsFQS4cyqMKteHyIJsEabBDCWGjGtAOMA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.300933827505413, 48.83608470539739], 'type': 'Point'}, 'properties': {}}","{'lon': 2.300933827505413, 'lat': 48.83608470539739}"
